LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet,Latitude,Longitude
LINC-101038,CGL-201038,"9688 8 Ave NE, Calgary, AB",Brentwood,Condo,5,3.5,660762,1956,1867,51.04985,-114.28404
LINC-101039,CGL-201039,"229 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,4,3.9,1139838,2013,2870,50.93162,-114.00508
LINC-101040,CGL-201040,"9862 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,1,2.5,759713,2015,2920,50.994305,-113.93488
LINC-101041,CGL-201041,"8093 8 Ave NE, Calgary, AB",Panorama Hills,Detached,5,1.1,854402,1990,2766,51.01583,-114.00248
LINC-101042,CGL-201042,"1140 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,4,1.4,902944,1994,2336,51.054505,-114.17584
LINC-101043,CGL-201043,"7247 17 Ave SW, Calgary, AB",Brentwood,Condo,2,2.4,709392,1979,2579,51.008655,-114.24204
LINC-101044,CGL-201044,"3699 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,5,3.6,999940,2009,1037,50.992345,-113.91524
LINC-101045,CGL-201045,"4906 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,4,3.5,955804,1996,2434,50.86141,-113.9926
LINC-101046,CGL-201046,"2754 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,1,3.0,385367,1972,1317,50.920875,-114.11244
LINC-101047,CGL-201047,"2661 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,3.8,767708,1988,1461,51.10354,-114.0088
LINC-101048,CGL-201048,"3531 Crowchild Trail NW, Calgary, AB",Beltline,Detached,3,3.6,624387,1970,1215,51.18831,-114.0796
LINC-101049,CGL-201049,"8348 17 Ave SW, Calgary, AB",Seton,Detached,3,2.3,897561,1979,994,50.881535,-114.25048
LINC-101050,CGL-201050,"9307 8 Ave NE, Calgary, AB",Mahogany,Condo,3,3.4,1056747,1955,2781,50.8577,-114.11456
LINC-101051,CGL-201051,"4482 8 Ave NE, Calgary, AB",Seton,Townhouse,5,2.8,359200,1956,2293,50.885735,-114.27384
LINC-101053,CGL-201053,"787 Crowchild Trail NW, Calgary, AB",Beltline,Detached,1,3.6,629205,1970,3483,51.04131,-114.188
LINC-101054,CGL-201054,"4886 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,4,3.2,354117,1969,3150,51.076135,-114.26932
LINC-101056,CGL-201056,"4119 Memorial Dr NE, Calgary, AB",Seton,Condo,3,1.9,429581,1960,1589,50.9137,-114.09188
LINC-101058,CGL-201058,"7009 Memorial Dr NE, Calgary, AB",Brentwood,Detached,4,2.2,679191,2008,2614,50.902115,-114.16756
LINC-101059,CGL-201059,"6027 17 Ave SW, Calgary, AB",Mahogany,Detached,1,3.2,792479,1958,847,51.169725,-114.11772
LINC-101060,CGL-201060,"5642 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,4,1.2,1046070,1954,3204,51.110015,-114.15972
LINC-101061,CGL-201061,"2573 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,5,3.9,689673,2001,3288,50.983035,-113.95064
LINC-101062,CGL-201062,"9170 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,3,3.7,258286,1985,2661,50.85847,-113.96208
LINC-101063,CGL-201063,"2506 Elbow Dr SW, Calgary, AB",Mahogany,Condo,2,3.7,904688,2006,3356,50.908415,-114.0786
LINC-101064,CGL-201064,"5756 Memorial Dr NE, Calgary, AB",Seton,Townhouse,4,3.3,1173768,1988,845,50.905825,-114.1254
LINC-101065,CGL-201065,"705 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,2,2.6,817059,1986,1375,50.893505,-114.07072
LINC-101066,CGL-201066,"1620 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,5,2.0,916564,1970,595,50.863545,-113.98164
LINC-101067,CGL-201067,"556 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,1.7,1061763,1988,3475,51.104765,-114.24588
LINC-101068,CGL-201068,"7026 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,1,3.5,522374,2014,1951,50.963575,-114.1652
LINC-101069,CGL-201069,"2128 17 Ave SW, Calgary, AB",Seton,Townhouse,1,2.3,850241,1950,2356,51.19986,-114.25224
LINC-101070,CGL-201070,"5653 8 Ave NE, Calgary, AB",Seton,Townhouse,5,2.7,1187782,2018,2939,50.9025,-114.00852
LINC-101071,CGL-201071,"3931 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,5,3.0,999051,1998,2628,51.078865,-114.02192
LINC-101072,CGL-201072,"4157 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,1.6,1066368,1996,2360,51.07239,-114.1012
LINC-101074,CGL-201074,"7902 8 Ave NE, Calgary, AB",Mahogany,Detached,3,3.0,672317,2021,2625,50.85679,-114.16352
LINC-101075,CGL-201075,"6568 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,2.9,711457,2012,3497,51.120305,-114.16412
LINC-101076,CGL-201076,"6930 Memorial Dr NE, Calgary, AB",Brentwood,Detached,5,1.4,995695,2008,1029,50.95388,-114.10016
LINC-101077,CGL-201077,"8508 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,2,2.4,284191,1970,2789,51.05552,-113.91928
LINC-101078,CGL-201078,"6151 17 Ave SW, Calgary, AB",Signal Hill,Condo,1,1.4,849538,1987,664,50.96543,-114.1558
LINC-101079,CGL-201079,"8665 8 Ave NE, Calgary, AB",Beltline,Condo,3,4.0,567991,1987,2490,51.107775,-113.97908
LINC-101080,CGL-201080,"558 Memorial Dr NE, Calgary, AB",Brentwood,Detached,5,2.3,1187692,1989,1661,50.986325,-114.21736
LINC-101081,CGL-201081,"3632 8 Ave NE, Calgary, AB",Seton,Townhouse,4,1.0,824134,1994,776,51.01513,-114.27728
LINC-101082,CGL-201082,"832 Centre St N, Calgary, AB",Mahogany,Townhouse,3,2.7,1194019,1993,2045,50.898755,-114.174
LINC-101083,CGL-201083,"7886 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,2,3.3,779283,2008,2342,50.936625,-113.9376
LINC-101085,CGL-201085,"3914 Centre St N, Calgary, AB",Tuscany,Townhouse,1,3.9,1183277,2006,1636,51.00113,-113.98076
LINC-101086,CGL-201086,"1550 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,1,2.7,1084832,1989,2798,51.139345,-114.16976
LINC-101087,CGL-201087,"2128 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,2,3.9,818154,2023,716,51.18873,-114.16492
LINC-101088,CGL-201088,"9442 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,3.7,376126,2018,1236,50.885735,-114.18652
LINC-101089,CGL-201089,"410 MacLeod Trail SE, Calgary, AB",Seton,Detached,2,3.5,1129668,2006,846,51.188905,-113.92532
LINC-101091,CGL-201091,"7260 8 Ave NE, Calgary, AB",Mahogany,Detached,5,2.0,519670,1961,969,50.913035,-114.16088
LINC-101092,CGL-201092,"1727 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,2,1.5,1055625,1961,1131,50.97411,-114.23776
LINC-101093,CGL-201093,"5126 Centre St N, Calgary, AB",Panorama Hills,Detached,1,2.8,591092,1973,611,50.90159,-114.02116
LINC-101094,CGL-201094,"1058 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,3,1.4,1186389,1991,1556,50.88906,-114.27704
LINC-101095,CGL-201095,"6252 Memorial Dr NE, Calgary, AB",Beltline,Detached,2,1.7,876004,1980,2519,50.99588,-113.9122
LINC-101097,CGL-201097,"6769 17 Ave SW, Calgary, AB",Mahogany,Detached,4,2.9,1179201,1952,1602,50.959375,-114.19524
LINC-101098,CGL-201098,"9177 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,2,3.3,933200,1966,1747,50.86008,-114.2946
LINC-101099,CGL-201099,"9410 Centre St N, Calgary, AB",Mahogany,Detached,5,1.6,399282,1997,2713,50.97271,-114.279
LINC-101100,CGL-201100,"2855 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,4,3.9,832119,2007,671,51.14855,-114.11248
LINC-101101,CGL-201101,"116 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,3,3.0,425512,1950,746,50.9109,-114.14996
LINC-101102,CGL-201102,"8000 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,4.0,1133360,1977,2896,51.17361,-114.15908
LINC-101104,CGL-201104,"2114 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,4.0,1170942,2005,1363,51.082575,-114.17548
LINC-101105,CGL-201105,"8370 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,3,2.9,1039256,2007,1618,50.91965,-114.23164
LINC-101106,CGL-201106,"4129 Elbow Dr SW, Calgary, AB",Tuscany,Condo,2,2.4,878635,1992,565,50.95325,-114.18796
LINC-101107,CGL-201107,"2290 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,4,1.0,260043,1972,2192,50.93176,-113.99296
LINC-101108,CGL-201108,"9206 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,4,2.6,1075549,1959,2706,51.011525,-114.15868
LINC-101109,CGL-201109,"607 Memorial Dr NE, Calgary, AB",Seton,Townhouse,4,3.0,620141,1998,2962,50.865715,-114.28828
LINC-101110,CGL-201110,"5964 Centre St N, Calgary, AB",Brentwood,Townhouse,1,1.4,638477,1974,2320,50.85567,-114.22492
LINC-101111,CGL-201111,"253 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,3.0,993647,1995,1284,51.043935,-114.03144
LINC-101112,CGL-201112,"1574 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,3.4,481890,1979,2522,51.16241,-114.06044
LINC-101113,CGL-201113,"6047 17 Ave SW, Calgary, AB",Tuscany,Condo,5,1.6,455611,2000,954,51.09787,-113.96396
LINC-101114,CGL-201114,"4644 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,2.7,941890,2022,3253,51.171055,-114.03716
LINC-101115,CGL-201115,"9979 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,5,1.4,318209,1966,1563,51.031965,-114.12864
LINC-101116,CGL-201116,"9437 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,3,1.6,960912,1952,3338,50.869775,-114.09568
LINC-101118,CGL-201118,"949 Memorial Dr NE, Calgary, AB",Tuscany,Condo,4,1.8,963213,2016,2411,50.905475,-114.06304
LINC-101119,CGL-201119,"8219 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,2,1.1,690467,2018,2338,51.02066,-113.91244
LINC-101120,CGL-201120,"5281 17 Ave SW, Calgary, AB",Mahogany,Detached,3,1.2,849596,1953,1424,51.12083,-114.13116
LINC-101121,CGL-201121,"7043 17 Ave SW, Calgary, AB",Brentwood,Detached,2,2.0,315896,1962,614,51.120235,-114.26252
LINC-101122,CGL-201122,"7963 Centre St N, Calgary, AB",Seton,Detached,5,3.4,600541,1982,1512,51.020975,-114.21592
LINC-101123,CGL-201123,"1866 Centre St N, Calgary, AB",Brentwood,Condo,1,3.5,794918,1980,798,51.17396,-114.06332
LINC-101124,CGL-201124,"9929 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,2.7,339689,1957,636,50.89781,-114.25588
LINC-101125,CGL-201125,"6283 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,1,3.3,315014,2006,724,50.86687,-114.03352
LINC-101126,CGL-201126,"5039 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,1,1.3,308500,2021,713,51.078585,-114.17508
LINC-101127,CGL-201127,"4931 Memorial Dr NE, Calgary, AB",Mahogany,Condo,1,2.9,681077,1979,2955,50.935155,-114.08892
LINC-101129,CGL-201129,"525 Centre St N, Calgary, AB",Signal Hill,Condo,5,1.6,357677,1951,2937,51.058705,-114.00172
LINC-101130,CGL-201130,"1206 Crowchild Trail NW, Calgary, AB",Seton,Detached,5,1.4,783618,1982,1955,50.884405,-113.96888
LINC-101131,CGL-201131,"6997 Centre St N, Calgary, AB",Panorama Hills,Townhouse,4,1.6,394360,1955,747,50.99217,-113.9904
LINC-101132,CGL-201132,"2191 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,5,3.9,1041018,1995,1774,51.19041,-114.172
LINC-101133,CGL-201133,"9662 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,2.4,882636,1993,1692,51.180225,-114.0222
LINC-101134,CGL-201134,"6142 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,2,1.2,781741,2021,723,50.99154,-113.93808
LINC-101135,CGL-201135,"7015 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,2,3.4,608143,1974,3235,51.1321,-113.9356
LINC-101136,CGL-201136,"7894 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,5,3.1,1143395,2022,1874,50.85021,-113.93648
LINC-101137,CGL-201137,"5009 Centre St N, Calgary, AB",Tuscany,Detached,1,2.4,1077527,1955,2531,50.988215,-114.0916
LINC-101138,CGL-201138,"3694 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,2.4,473491,1980,2469,51.0614,-114.09712
LINC-101139,CGL-201139,"5531 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,2,2.2,1116212,1950,1986,50.95304,-114.08196
LINC-101140,CGL-201140,"262 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.3,554691,2006,1296,50.923675,-114.00296
LINC-101141,CGL-201141,"9695 Memorial Dr NE, Calgary, AB",Tuscany,Detached,1,1.6,547901,1972,1396,50.99511,-114.2094
LINC-101142,CGL-201142,"4392 Elbow Dr SW, Calgary, AB",Brentwood,Condo,5,1.7,455507,1952,1221,51.133045,-114.07392
LINC-101143,CGL-201143,"4389 17 Ave SW, Calgary, AB",Beltline,Townhouse,2,2.1,1075663,1964,1886,51.014185,-114.19808
LINC-101145,CGL-201145,"7206 Elbow Dr SW, Calgary, AB",Beltline,Detached,2,3.6,387148,1974,1285,51.028815,-114.00248
LINC-101146,CGL-201146,"8825 Centre St N, Calgary, AB",Panorama Hills,Condo,3,2.8,917044,1981,689,51.019855,-114.05072
LINC-101147,CGL-201147,"9722 8 Ave NE, Calgary, AB",Seton,Townhouse,3,3.4,593598,1981,718,50.964695,-114.28196
LINC-101148,CGL-201148,"4688 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,3.7,469401,1960,2427,50.991015,-114.01424
LINC-101149,CGL-201149,"1162 8 Ave NE, Calgary, AB",Signal Hill,Condo,5,2.1,794098,2009,1233,51.17711,-113.92276
LINC-101150,CGL-201150,"5372 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,4,3.1,768827,2010,1599,50.872505,-114.00592
LINC-101151,CGL-201151,"9622 Centre St N, Calgary, AB",Panorama Hills,Townhouse,1,1.6,1188354,1975,2351,50.896165,-114.20208
LINC-101152,CGL-201152,"3940 Centre St N, Calgary, AB",Brentwood,Condo,4,3.7,849125,1970,2032,50.85623,-114.003
LINC-101153,CGL-201153,"4270 Crowchild Trail NW, Calgary, AB",Beltline,Detached,1,1.9,794022,1995,1442,51.17809,-114.21504
LINC-101154,CGL-201154,"9667 17 Ave SW, Calgary, AB",Mahogany,Townhouse,5,2.0,723066,2009,2271,51.03102,-114.02908
LINC-101155,CGL-201155,"6800 MacLeod Trail SE, Calgary, AB",Seton,Condo,3,1.8,275918,1972,2309,51.09605,-114.26996
LINC-101156,CGL-201156,"3930 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,3,3.7,558824,2014,2600,50.970715,-113.96788
LINC-101157,CGL-201157,"9056 Elbow Dr SW, Calgary, AB",Beltline,Condo,2,1.3,324814,1996,656,50.920665,-113.96104
LINC-101158,CGL-201158,"9046 8 Ave NE, Calgary, AB",Tuscany,Detached,3,1.8,1031410,1985,1280,51.10438,-114.03936
LINC-101159,CGL-201159,"9996 8 Ave NE, Calgary, AB",Seton,Townhouse,5,3.7,258948,1988,1654,50.91657,-114.142
LINC-101160,CGL-201160,"5779 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,3.3,262468,2010,3179,50.859205,-114.05552
LINC-101161,CGL-201161,"8499 Memorial Dr NE, Calgary, AB",Brentwood,Condo,2,1.7,1035527,1976,2443,51.06539,-113.96452
LINC-101162,CGL-201162,"3929 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,4,3.2,733814,1993,851,50.874535,-114.15148
LINC-101163,CGL-201163,"5229 Memorial Dr NE, Calgary, AB",Brentwood,Condo,4,1.6,721829,2021,623,50.966795,-113.9214
LINC-101164,CGL-201164,"6239 8 Ave NE, Calgary, AB",Signal Hill,Detached,3,3.8,260151,2013,3198,50.89284,-114.11592
LINC-101165,CGL-201165,"5910 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,4,3.1,672962,2018,1727,50.888465,-113.95928
LINC-101166,CGL-201166,"5442 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,1,3.8,411156,1992,2827,50.92637,-114.191
LINC-101167,CGL-201167,"9979 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,4,1.6,659611,1958,2689,51.031965,-114.12864
LINC-101168,CGL-201168,"6431 8 Ave NE, Calgary, AB",Mahogany,Detached,3,2.7,723469,1988,881,50.904355,-114.24964
LINC-101169,CGL-201169,"2908 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,2,1.1,972494,2012,609,50.94324,-114.19872
LINC-101170,CGL-201170,"3158 8 Ave NE, Calgary, AB",Beltline,Condo,3,1.6,555246,2017,786,50.88031,-113.9944
LINC-101171,CGL-201171,"7549 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,1.5,1151468,2002,2101,51.164825,-113.92144
LINC-101172,CGL-201172,"2672 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,2.4,322103,1999,1345,51.02829,-114.19376
LINC-101173,CGL-201173,"2228 Memorial Dr NE, Calgary, AB",Brentwood,Condo,4,3.5,947085,2010,1150,50.91286,-113.94392
LINC-101174,CGL-201174,"9991 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,2,2.5,968102,2008,1628,51.05958,-114.27808
LINC-101175,CGL-201175,"3404 17 Ave SW, Calgary, AB",Brentwood,Condo,1,3.5,884229,1981,2653,51.08219,-114.25988
LINC-101176,CGL-201176,"5488 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,4,2.7,1023105,1961,1679,51.164125,-113.9422
LINC-101177,CGL-201177,"7576 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,3,2.2,1113428,1972,2200,51.05566,-113.98436
LINC-101178,CGL-201178,"4181 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,4,2.4,941095,1973,3361,51.06637,-114.19264
LINC-101179,CGL-201179,"9416 17 Ave SW, Calgary, AB",Mahogany,Townhouse,1,1.7,1162826,1970,1621,51.05622,-114.07504
LINC-101180,CGL-201180,"8910 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,2,3.7,681256,2020,996,51.135005,-114.06844
LINC-101181,CGL-201181,"6141 17 Ave SW, Calgary, AB",Seton,Detached,5,3.3,591849,2002,2347,51.08345,-114.2324
LINC-101182,CGL-201182,"2800 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,1,2.4,326751,2009,2061,50.95353,-114.1736
LINC-101183,CGL-201183,"5730 Elbow Dr SW, Calgary, AB",Mahogany,Detached,4,1.1,512779,1964,3404,50.904845,-114.2674
LINC-101184,CGL-201184,"2336 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,4,2.5,321551,1960,2746,51.01877,-114.2688
LINC-101185,CGL-201185,"4069 Elbow Dr SW, Calgary, AB",Mahogany,Detached,4,3.5,1132442,1970,1198,51.16731,-113.91484
LINC-101186,CGL-201186,"395 Crowchild Trail NW, Calgary, AB",Beltline,Detached,3,1.4,1027462,2000,1189,51.17298,-114.00124
LINC-101187,CGL-201187,"1371 Elbow Dr SW, Calgary, AB",Seton,Detached,3,1.5,625481,1972,1387,50.865575,-114.10492
LINC-101188,CGL-201188,"664 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,4,3.1,1127135,2016,3125,50.982335,-114.0844
LINC-101189,CGL-201189,"1784 Centre St N, Calgary, AB",Panorama Hills,Condo,4,1.2,254892,1956,2045,51.012505,-114.1008
LINC-101190,CGL-201190,"3405 8 Ave NE, Calgary, AB",Tuscany,Detached,2,1.3,692166,1953,559,50.888955,-113.9756
LINC-101191,CGL-201191,"5623 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,1,1.7,1175143,1962,3220,50.89431,-114.18868
LINC-101192,CGL-201192,"2850 Elbow Dr SW, Calgary, AB",Brentwood,Detached,4,2.5,1105244,1991,1821,51.05447,-113.9172
LINC-101193,CGL-201193,"9308 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,2,3.8,664254,2004,994,51.172035,-114.0884
LINC-101194,CGL-201194,"3907 8 Ave NE, Calgary, AB",Beltline,Condo,3,1.5,671673,1990,549,51.151,-113.91104
LINC-101195,CGL-201195,"6476 8 Ave NE, Calgary, AB",Mahogany,Detached,1,3.0,541983,1997,679,51.03739,-114.11716
LINC-101196,CGL-201196,"1203 8 Ave NE, Calgary, AB",Mahogany,Condo,5,2.5,356759,2018,2831,50.85441,-114.12468
LINC-101197,CGL-201197,"2909 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,3,3.9,980139,1999,3276,50.94338,-114.08344
LINC-101198,CGL-201198,"2277 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,3,3.9,948740,2011,776,51.04404,-114.16004
LINC-101199,CGL-201199,"5590 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,4,2.1,921709,1979,2562,51.026155,-114.07272
LINC-101200,CGL-201200,"9725 Elbow Dr SW, Calgary, AB",Beltline,Detached,1,2.8,1190341,1965,1765,51.06511,-114.08128
LINC-101201,CGL-201201,"3973 Elbow Dr SW, Calgary, AB",Mahogany,Detached,5,1.2,394237,1997,2542,51.052825,-113.93776
LINC-101202,CGL-201202,"4959 8 Ave NE, Calgary, AB",Brentwood,Condo,2,2.9,499628,2006,1846,51.062905,-114.0102
LINC-101203,CGL-201203,"2299 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,1,2.6,685047,1986,597,50.891755,-113.99308
LINC-101204,CGL-201204,"3852 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,1.7,815509,1956,3223,50.933335,-114.05024
LINC-101205,CGL-201205,"4168 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,2,2.8,650016,2016,1817,51.070955,-114.24244
LINC-101206,CGL-201206,"3107 Centre St N, Calgary, AB",Panorama Hills,Detached,1,3.6,323384,1974,713,50.94793,-114.02816
LINC-101207,CGL-201207,"2418 8 Ave NE, Calgary, AB",Brentwood,Detached,2,2.8,1121598,1976,1467,50.960845,-114.02452
LINC-101208,CGL-201208,"8413 17 Ave SW, Calgary, AB",Mahogany,Townhouse,4,1.9,1006729,1975,1503,50.948105,-114.289
LINC-101209,CGL-201209,"7047 8 Ave NE, Calgary, AB",Signal Hill,Detached,3,1.9,720046,1975,1613,50.8976,-113.97404
LINC-101210,CGL-201210,"7983 17 Ave SW, Calgary, AB",Tuscany,Condo,4,1.5,712816,2004,2569,51.07918,-114.05804
LINC-101211,CGL-201211,"7201 Memorial Dr NE, Calgary, AB",Brentwood,Condo,1,3.3,698158,1960,1729,51.198775,-114.18552
LINC-101212,CGL-201212,"9851 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,2,1.8,736173,1989,2357,51.004315,-114.21328
LINC-101213,CGL-201213,"4740 Centre St N, Calgary, AB",Signal Hill,Townhouse,4,1.2,393294,2010,1301,50.92455,-114.22752
LINC-101214,CGL-201214,"2635 8 Ave NE, Calgary, AB",Beltline,Detached,5,3.2,642437,2012,2157,51.12685,-114.09448
LINC-101215,CGL-201215,"6912 Centre St N, Calgary, AB",Panorama Hills,Condo,4,2.5,922188,1959,2174,50.929625,-114.04192
LINC-101216,CGL-201216,"736 17 Ave SW, Calgary, AB",Mahogany,Townhouse,2,1.6,707491,1982,3458,51.00463,-114.29764
LINC-101217,CGL-201217,"5811 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,3,3.1,932524,1999,2236,50.92028,-113.98588
LINC-101218,CGL-201218,"4143 8 Ave NE, Calgary, AB",Mahogany,Detached,3,2.9,959283,1953,3356,50.957975,-113.9396
LINC-101219,CGL-201219,"2522 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,2,1.8,881399,1970,550,51.150475,-113.91684
LINC-101220,CGL-201220,"2012 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,4,2.2,864633,1960,2623,50.95388,-114.10288
LINC-101221,CGL-201221,"3193 Centre St N, Calgary, AB",Brentwood,Condo,3,3.1,774966,2018,3197,50.91426,-114.17812
LINC-101222,CGL-201222,"6371 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,4,3.3,1012998,1961,947,50.872085,-114.01596
LINC-101223,CGL-201223,"9481 Memorial Dr NE, Calgary, AB",Seton,Condo,2,1.8,469703,2000,3363,51.10333,-114.05964
LINC-101224,CGL-201224,"5147 17 Ave SW, Calgary, AB",Brentwood,Condo,1,1.3,1061329,2003,2650,51.10858,-114.03032
LINC-101225,CGL-201225,"6929 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,4,1.5,642850,1973,3383,50.908905,-114.1266
LINC-101226,CGL-201226,"2300 8 Ave NE, Calgary, AB",Mahogany,Detached,5,3.8,722552,2022,1370,51.07344,-114.0216
LINC-101227,CGL-201227,"3141 8 Ave NE, Calgary, AB",Beltline,Townhouse,2,3.4,451205,1983,2174,50.942155,-114.21216
LINC-101228,CGL-201228,"7320 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,2,1.2,339870,1998,1010,51.1657,-114.20044
LINC-101229,CGL-201229,"4634 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.7,758763,1962,538,50.99826,-114.17316
LINC-101230,CGL-201230,"1100 MacLeod Trail SE, Calgary, AB",Seton,Detached,5,3.4,293892,1962,1364,51.04929,-114.04068
LINC-101231,CGL-201231,"8657 Memorial Dr NE, Calgary, AB",Beltline,Condo,5,2.6,1048347,1984,2490,51.097135,-114.00404
LINC-101232,CGL-201232,"7853 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,2.0,964982,1993,1791,51.09059,-114.18452
LINC-101233,CGL-201233,"4025 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,4,2.8,623323,1992,910,51.10949,-114.022
LINC-101234,CGL-201234,"150 Centre St N, Calgary, AB",Seton,Townhouse,4,3.2,1181104,1967,605,51.170285,-114.0732
LINC-101235,CGL-201235,"9961 17 Ave SW, Calgary, AB",Seton,Townhouse,3,3.9,1037941,1981,2009,50.878805,-114.27216
LINC-101236,CGL-201236,"7504 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,4,2.5,942299,1974,512,51.172105,-114.13896
