LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet
LINC-101728,CGL-201728,"7836 Elbow Dr SW, Calgary, AB",Brentwood,Condo,2,1.9,1187894,1953,1347
LINC-101729,CGL-201729,"9563 Centre St N, Calgary, AB",Mahogany,Detached,5,2.3,503633,1972,2389
LINC-101730,CGL-201730,"8295 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,3,3.6,417003,1981,2393
LINC-101731,CGL-201731,"1244 17 Ave SW, Calgary, AB",Panorama Hills,Detached,4,3.6,743050,1999,788
LINC-101732,CGL-201732,"6933 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,1,3.1,886461,2018,3427
LINC-101733,CGL-201733,"488 Centre St N, Calgary, AB",Mahogany,Townhouse,1,1.9,667749,1955,1988
LINC-101734,CGL-201734,"6644 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,4,2.3,380083,1963,1097
LINC-101735,CGL-201735,"4400 Memorial Dr NE, Calgary, AB",Seton,Townhouse,1,3.2,634265,2002,3189
LINC-101736,CGL-201736,"5667 8 Ave NE, Calgary, AB",Brentwood,Condo,2,1.8,596057,1959,2376
LINC-101737,CGL-201737,"8153 Memorial Dr NE, Calgary, AB",Brentwood,Condo,3,1.9,716272,1992,2344
LINC-101738,CGL-201738,"4325 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,1,3.3,405214,2016,1681
LINC-101739,CGL-201739,"525 8 Ave NE, Calgary, AB",Tuscany,Townhouse,3,3.1,571559,1970,2825
LINC-101740,CGL-201740,"5092 Centre St N, Calgary, AB",Panorama Hills,Condo,3,1.5,1094311,1966,1100
LINC-101741,CGL-201741,"4889 Memorial Dr NE, Calgary, AB",Mahogany,Condo,2,1.1,471943,1988,1107
LINC-101742,CGL-201742,"9672 17 Ave SW, Calgary, AB",Tuscany,Condo,5,3.2,791922,2001,2453
LINC-101743,CGL-201743,"2891 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,5,3.6,579563,2016,2033
LINC-101744,CGL-201744,"6292 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,2,3.6,755468,1972,2482
LINC-101745,CGL-201745,"6323 17 Ave SW, Calgary, AB",Panorama Hills,Detached,3,1.7,466456,1978,1114
LINC-101746,CGL-201746,"4659 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,1,2.9,623818,2013,2381
LINC-101747,CGL-201747,"9429 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,5,3.7,1027391,1975,1989
LINC-101748,CGL-201748,"638 Centre St N, Calgary, AB",Panorama Hills,Detached,3,2.5,534660,2020,2690
LINC-101749,CGL-201749,"8910 Memorial Dr NE, Calgary, AB",Beltline,Detached,4,2.7,510017,1981,1548
LINC-101750,CGL-201750,"3093 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,3.1,728219,1972,664
LINC-101751,CGL-201751,"4454 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,2,3.2,316761,1966,2640
LINC-101752,CGL-201752,"5060 17 Ave SW, Calgary, AB",Brentwood,Detached,2,2.8,859506,2011,2401
LINC-101753,CGL-201753,"1710 Crowchild Trail NW, Calgary, AB",Seton,Detached,3,3.4,326603,1975,2459
LINC-101754,CGL-201754,"2007 Centre St N, Calgary, AB",Beltline,Condo,2,1.3,868005,1977,2950
LINC-101755,CGL-201755,"8082 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,5,2.3,1198949,1964,3449
LINC-101756,CGL-201756,"7352 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,5,3.4,894259,2008,502
LINC-101757,CGL-201757,"4224 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,3,2.5,435107,1992,2577
LINC-101758,CGL-201758,"8018 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,3,1.8,808041,1981,1897
LINC-101759,CGL-201759,"4610 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,3,2.9,366884,1973,2497
LINC-101760,CGL-201760,"206 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,1.5,318744,2005,3256
LINC-101761,CGL-201761,"5091 17 Ave SW, Calgary, AB",Seton,Condo,3,2.9,814752,1973,1292
LINC-101762,CGL-201762,"1881 Memorial Dr NE, Calgary, AB",Brentwood,Detached,3,2.5,585560,2017,2432
LINC-101763,CGL-201763,"1786 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,2.7,412107,1991,1140
LINC-101764,CGL-201764,"3244 Memorial Dr NE, Calgary, AB",Mahogany,Detached,2,2.8,414765,1991,2615
LINC-101765,CGL-201765,"7862 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,1.7,525623,2010,1743
LINC-101766,CGL-201766,"6175 8 Ave NE, Calgary, AB",Tuscany,Condo,3,3.5,580664,2007,1761
LINC-101767,CGL-201767,"7068 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,1,3.3,673709,1957,2174
LINC-101768,CGL-201768,"5893 Elbow Dr SW, Calgary, AB",Seton,Detached,4,3.3,270425,1975,1354
LINC-101769,CGL-201769,"4293 MacLeod Trail SE, Calgary, AB",Seton,Condo,1,2.0,1079339,1998,1834
LINC-101770,CGL-201770,"9243 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,2,2.9,711481,1985,937
LINC-101771,CGL-201771,"1319 8 Ave NE, Calgary, AB",Brentwood,Condo,4,3.8,871742,2010,688
LINC-101772,CGL-201772,"6490 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,2,1.8,886176,1998,742
LINC-101773,CGL-201773,"1761 17 Ave SW, Calgary, AB",Panorama Hills,Condo,3,2.6,709406,1986,954
LINC-101774,CGL-201774,"7830 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,3.9,1018028,2002,1121
LINC-101775,CGL-201775,"2564 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,2,2.7,709550,1981,1842
LINC-101776,CGL-201776,"9483 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,3,2.7,1107011,1987,3324
LINC-101777,CGL-201777,"458 8 Ave NE, Calgary, AB",Seton,Detached,3,3.9,628776,2007,1379
LINC-101778,CGL-201778,"3116 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,4,2.1,458651,1983,1545
LINC-101779,CGL-201779,"9989 Elbow Dr SW, Calgary, AB",Beltline,Detached,1,2.9,698088,2000,2492
LINC-101780,CGL-201780,"886 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,5,2.1,843194,2005,631
LINC-101781,CGL-201781,"8361 Memorial Dr NE, Calgary, AB",Seton,Condo,5,2.5,852737,1992,3098
LINC-101782,CGL-201782,"1199 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,1,3.9,1068506,1964,2678
LINC-101783,CGL-201783,"2692 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,5,3.8,889664,1974,799
LINC-101784,CGL-201784,"7160 Memorial Dr NE, Calgary, AB",Tuscany,Condo,4,3.7,1024831,1969,3164
LINC-101785,CGL-201785,"5513 17 Ave SW, Calgary, AB",Brentwood,Townhouse,5,2.0,803348,2005,587
LINC-101786,CGL-201786,"6677 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,3.5,269788,1951,1422
LINC-101787,CGL-201787,"5381 Centre St N, Calgary, AB",Brentwood,Condo,2,2.8,1055074,1991,2680
LINC-101788,CGL-201788,"7599 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,5,3.8,1186633,2023,1125
LINC-101789,CGL-201789,"3194 Memorial Dr NE, Calgary, AB",Brentwood,Detached,3,1.5,277498,2018,2965
LINC-101790,CGL-201790,"746 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,3,3.9,593367,1990,1442
LINC-101791,CGL-201791,"3521 8 Ave NE, Calgary, AB",Tuscany,Detached,4,4.0,494296,1977,1955
LINC-101792,CGL-201792,"547 8 Ave NE, Calgary, AB",Mahogany,Detached,4,1.1,1159674,1976,2058
LINC-101793,CGL-201793,"906 Centre St N, Calgary, AB",Mahogany,Condo,2,1.6,648988,1965,880
LINC-101794,CGL-201794,"2968 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,5,1.4,1043359,1976,992
LINC-101795,CGL-201795,"8113 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,2.2,470544,1961,2576
LINC-101796,CGL-201796,"5995 Centre St N, Calgary, AB",Tuscany,Townhouse,1,3.8,266929,1950,2056
LINC-101797,CGL-201797,"6981 Centre St N, Calgary, AB",Seton,Detached,3,2.1,575039,1958,2278
LINC-101798,CGL-201798,"5026 8 Ave NE, Calgary, AB",Panorama Hills,Detached,4,3.6,266619,1985,3488
LINC-101799,CGL-201799,"5396 17 Ave SW, Calgary, AB",Brentwood,Detached,2,2.7,384163,2016,1137
LINC-101800,CGL-201800,"2397 Elbow Dr SW, Calgary, AB",Mahogany,Detached,1,2.8,470018,1987,2022
LINC-101801,CGL-201801,"6897 Memorial Dr NE, Calgary, AB",Brentwood,Condo,2,1.5,793791,1969,3238
LINC-101802,CGL-201802,"3075 MacLeod Trail SE, Calgary, AB",Beltline,Detached,1,2.5,570932,2001,3061
LINC-101803,CGL-201803,"6214 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,3,1.1,277084,1992,616
LINC-101804,CGL-201804,"7808 17 Ave SW, Calgary, AB",Panorama Hills,Detached,4,1.1,645351,2017,1195
LINC-101805,CGL-201805,"2691 17 Ave SW, Calgary, AB",Beltline,Condo,2,1.3,319547,1964,2448
LINC-101806,CGL-201806,"7709 Centre St N, Calgary, AB",Seton,Townhouse,4,1.4,882575,1950,1775
LINC-101807,CGL-201807,"7902 Centre St N, Calgary, AB",Tuscany,Detached,3,3.0,633341,1962,2457
LINC-101808,CGL-201808,"8174 Elbow Dr SW, Calgary, AB",Seton,Townhouse,2,1.4,789737,1966,1084
LINC-101809,CGL-201809,"3795 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,1,3.2,546012,1963,1523
LINC-101810,CGL-201810,"3806 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,3,2.0,734598,2016,2617
LINC-101811,CGL-201811,"9556 MacLeod Trail SE, Calgary, AB",Seton,Detached,3,2.3,943320,1968,2873
LINC-101812,CGL-201812,"660 Elbow Dr SW, Calgary, AB",Seton,Condo,1,3.4,441021,1951,1085
LINC-101813,CGL-201813,"658 Memorial Dr NE, Calgary, AB",Seton,Detached,2,2.2,262281,2023,2469
LINC-101814,CGL-201814,"8027 Memorial Dr NE, Calgary, AB",Tuscany,Detached,5,2.2,475272,2008,3044
LINC-101815,CGL-201815,"4405 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,3,3.0,789482,1993,1881
LINC-101816,CGL-201816,"3152 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,5,2.4,351191,1993,2626
LINC-101817,CGL-201817,"4406 17 Ave SW, Calgary, AB",Seton,Condo,4,2.9,819711,1966,887
LINC-101818,CGL-201818,"3821 Centre St N, Calgary, AB",Seton,Detached,1,2.7,560078,1966,1923
LINC-101819,CGL-201819,"5130 Centre St N, Calgary, AB",Mahogany,Townhouse,1,3.9,779241,1973,2128
LINC-101820,CGL-201820,"8470 8 Ave NE, Calgary, AB",Brentwood,Townhouse,2,3.3,458328,1995,2652
LINC-101821,CGL-201821,"9945 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,2.6,1089133,2018,1985
LINC-101822,CGL-201822,"8938 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,2,2.1,355002,1971,3100
LINC-101823,CGL-201823,"3807 Memorial Dr NE, Calgary, AB",Seton,Townhouse,2,2.6,889280,2004,1328
LINC-101824,CGL-201824,"4661 17 Ave SW, Calgary, AB",Mahogany,Condo,4,3.7,691727,2010,2416
LINC-101825,CGL-201825,"5374 8 Ave NE, Calgary, AB",Panorama Hills,Condo,1,1.2,992749,2021,3236
LINC-101826,CGL-201826,"5205 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,5,3.9,312099,2002,1074
LINC-101827,CGL-201827,"2455 Centre St N, Calgary, AB",Seton,Detached,2,2.2,417188,2003,2101
LINC-101828,CGL-201828,"9789 8 Ave NE, Calgary, AB",Brentwood,Condo,1,1.7,539635,1967,2144
LINC-101829,CGL-201829,"2122 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,2,1.6,399326,1985,1841
LINC-101830,CGL-201830,"276 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,3,2.6,1059142,2010,1451
LINC-101831,CGL-201831,"7280 MacLeod Trail SE, Calgary, AB",Seton,Detached,5,3.2,726438,1969,788
LINC-101832,CGL-201832,"5693 MacLeod Trail SE, Calgary, AB",Beltline,Condo,3,1.3,739187,2004,2896
LINC-101833,CGL-201833,"2859 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,3,1.7,358055,1961,3497
LINC-101834,CGL-201834,"9984 Crowchild Trail NW, Calgary, AB",Seton,Condo,2,3.6,947209,2013,3373
LINC-101835,CGL-201835,"7185 Centre St N, Calgary, AB",Beltline,Townhouse,1,3.6,543814,1985,1530
LINC-101836,CGL-201836,"8420 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,3,3.9,337129,1951,914
LINC-101837,CGL-201837,"8055 8 Ave NE, Calgary, AB",Signal Hill,Condo,2,2.8,947962,1984,925
LINC-101838,CGL-201838,"8093 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,4,2.8,1162673,1998,672
LINC-101839,CGL-201839,"9957 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,1,2.7,373179,1980,1977
LINC-101840,CGL-201840,"9604 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,3.4,1003180,1955,1922
LINC-101841,CGL-201841,"7312 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,5,1.1,668059,2005,3240
LINC-101842,CGL-201842,"520 8 Ave NE, Calgary, AB",Signal Hill,Detached,1,2.9,594941,1962,1697
LINC-101843,CGL-201843,"6852 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,4,3.5,515828,1995,3297
LINC-101844,CGL-201844,"5736 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,4,3.4,590275,2008,3363
LINC-101845,CGL-201845,"4411 Memorial Dr NE, Calgary, AB",Seton,Detached,2,2.7,1155427,2020,3155
LINC-101846,CGL-201846,"5373 Elbow Dr SW, Calgary, AB",Mahogany,Condo,2,3.5,1148258,1961,1867
LINC-101847,CGL-201847,"5863 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,2,1.9,570691,1962,3457
LINC-101848,CGL-201848,"1581 Elbow Dr SW, Calgary, AB",Mahogany,Condo,5,2.5,445236,1998,1328
LINC-101849,CGL-201849,"4436 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,2.0,709034,1996,1152
LINC-101850,CGL-201850,"2861 MacLeod Trail SE, Calgary, AB",Beltline,Detached,2,2.7,780704,2021,1713
LINC-101851,CGL-201851,"9273 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,3.1,458267,1961,870
LINC-101852,CGL-201852,"9897 Elbow Dr SW, Calgary, AB",Mahogany,Condo,2,3.1,808710,1995,2125
LINC-101853,CGL-201853,"2279 Centre St N, Calgary, AB",Beltline,Townhouse,3,2.8,336205,1991,1420
LINC-101854,CGL-201854,"7350 Memorial Dr NE, Calgary, AB",Beltline,Detached,5,1.5,537087,1953,2525
LINC-101855,CGL-201855,"3777 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,2,3.6,711746,1977,1095
LINC-101856,CGL-201856,"303 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,2.4,710272,2003,2778
LINC-101857,CGL-201857,"9131 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,2,3.5,859113,2001,3069
LINC-101858,CGL-201858,"9528 Centre St N, Calgary, AB",Panorama Hills,Condo,3,3.4,526359,2005,2016
LINC-101859,CGL-201859,"6072 8 Ave NE, Calgary, AB",Tuscany,Townhouse,3,1.2,976871,1967,1817
LINC-101860,CGL-201860,"4145 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,1.3,1072312,2014,3401
LINC-101861,CGL-201861,"7894 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,1.7,615263,2020,1417
LINC-101862,CGL-201862,"7723 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,4,2.9,771281,2005,764
LINC-101863,CGL-201863,"2907 17 Ave SW, Calgary, AB",Signal Hill,Condo,5,3.0,1189358,1994,2452
LINC-101864,CGL-201864,"2522 17 Ave SW, Calgary, AB",Panorama Hills,Condo,1,3.9,539501,2022,1532
LINC-101865,CGL-201865,"551 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.1,389834,2000,1381
LINC-101866,CGL-201866,"7507 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,2.0,847538,2015,2167
LINC-101867,CGL-201867,"2463 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,5,1.9,257104,1956,3416
LINC-101868,CGL-201868,"5971 Crowchild Trail NW, Calgary, AB",Beltline,Detached,5,1.2,683807,1970,3500
LINC-101869,CGL-201869,"3288 8 Ave NE, Calgary, AB",Signal Hill,Detached,2,1.1,769018,1965,1859
LINC-101870,CGL-201870,"1559 17 Ave SW, Calgary, AB",Mahogany,Townhouse,4,3.4,649812,2010,1067
LINC-101871,CGL-201871,"5724 8 Ave NE, Calgary, AB",Beltline,Condo,3,1.5,701266,1982,2546
LINC-101872,CGL-201872,"1586 8 Ave NE, Calgary, AB",Tuscany,Condo,2,1.7,928664,1960,1891
LINC-101873,CGL-201873,"7501 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,3,1.1,885604,1957,2781
LINC-101874,CGL-201874,"1069 Elbow Dr SW, Calgary, AB",Tuscany,Detached,2,1.0,804823,1951,519
LINC-101875,CGL-201875,"5455 Centre St N, Calgary, AB",Tuscany,Detached,5,2.7,1151102,1958,1206
LINC-101876,CGL-201876,"3188 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,2,2.6,612018,1962,3298
LINC-101877,CGL-201877,"2634 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,2,3.7,990680,1972,2578
LINC-101878,CGL-201878,"2538 Memorial Dr NE, Calgary, AB",Seton,Condo,1,2.9,813703,1965,1776
LINC-101879,CGL-201879,"4874 17 Ave SW, Calgary, AB",Tuscany,Townhouse,2,2.8,425516,1962,2538
LINC-101880,CGL-201880,"3264 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,3,3.8,940474,2020,2092
LINC-101881,CGL-201881,"7438 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,1,2.0,633457,1968,1480
LINC-101882,CGL-201882,"8140 8 Ave NE, Calgary, AB",Seton,Condo,1,2.1,753760,1962,2629
LINC-101883,CGL-201883,"1590 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,5,2.7,986316,2018,2636
LINC-101884,CGL-201884,"6558 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,1.8,392056,2007,1311
LINC-101885,CGL-201885,"4899 Elbow Dr SW, Calgary, AB",Mahogany,Condo,4,2.1,764290,1953,2512
LINC-101886,CGL-201886,"1809 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,5,2.2,771786,1986,3301
LINC-101887,CGL-201887,"1003 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,3.8,572038,2023,2723
LINC-101888,CGL-201888,"2940 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,1,2.6,299500,1988,2076
LINC-101889,CGL-201889,"3184 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,4,3.2,799437,1972,2583
LINC-101890,CGL-201890,"6175 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,1.3,444726,1978,3418
LINC-101891,CGL-201891,"5347 17 Ave SW, Calgary, AB",Panorama Hills,Detached,4,1.6,921530,1951,685
LINC-101892,CGL-201892,"6350 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,1.0,502064,1992,1225
LINC-101893,CGL-201893,"6488 Memorial Dr NE, Calgary, AB",Brentwood,Condo,4,1.1,398551,1981,3046
LINC-101894,CGL-201894,"4330 Centre St N, Calgary, AB",Panorama Hills,Townhouse,3,1.6,1171363,1984,2176
LINC-101895,CGL-201895,"267 Centre St N, Calgary, AB",Seton,Condo,4,1.8,1194846,1974,2499
LINC-101896,CGL-201896,"4252 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,4,1.1,1054390,2007,1027
LINC-101897,CGL-201897,"3753 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,1.5,1079622,2012,772
LINC-101898,CGL-201898,"3104 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,3,3.9,999756,2000,1666
LINC-101899,CGL-201899,"8886 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,3,1.3,375200,2000,1327
LINC-101900,CGL-201900,"1517 Crowchild Trail NW, Calgary, AB",Seton,Condo,2,1.4,287429,2010,2461
LINC-101901,CGL-201901,"1891 17 Ave SW, Calgary, AB",Brentwood,Detached,4,1.6,1049582,1958,1490
LINC-101902,CGL-201902,"7242 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,2,2.3,1056487,1955,3215
LINC-101903,CGL-201903,"8351 Memorial Dr NE, Calgary, AB",Brentwood,Detached,3,1.1,264901,1969,1898
LINC-101904,CGL-201904,"4209 8 Ave NE, Calgary, AB",Tuscany,Condo,2,3.7,309169,2000,2056
LINC-101905,CGL-201905,"2608 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,2,1.6,453779,1992,3195
LINC-101906,CGL-201906,"7290 17 Ave SW, Calgary, AB",Seton,Condo,1,3.5,880886,2017,1678
LINC-101907,CGL-201907,"9223 8 Ave NE, Calgary, AB",Brentwood,Townhouse,3,1.2,968025,1958,2179
LINC-101908,CGL-201908,"8587 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,2,3.2,587281,1997,657
LINC-101909,CGL-201909,"2450 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,2.1,840045,1957,2087
LINC-101910,CGL-201910,"9388 17 Ave SW, Calgary, AB",Seton,Detached,1,2.7,327514,1952,3157
LINC-101911,CGL-201911,"7905 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,3,3.1,655554,2007,1473
LINC-101912,CGL-201912,"8137 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,2.4,1192226,1969,2360
LINC-101913,CGL-201913,"8889 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,3,2.9,432822,1999,1553
LINC-101914,CGL-201914,"2726 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,4,3.4,400977,1955,2383
LINC-101915,CGL-201915,"6823 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,4,1.4,906932,1995,1352
LINC-101916,CGL-201916,"6748 Centre St N, Calgary, AB",Mahogany,Condo,4,2.3,657311,2009,1989
LINC-101917,CGL-201917,"5634 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,2,3.2,465917,1981,1388
LINC-101918,CGL-201918,"3228 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,5,2.1,735884,2020,2172
LINC-101919,CGL-201919,"6240 Elbow Dr SW, Calgary, AB",Tuscany,Detached,4,1.4,363927,2019,3171
LINC-101920,CGL-201920,"7510 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,4,1.2,477727,1993,2759
LINC-101921,CGL-201921,"2667 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,4,1.5,714498,1953,3342
LINC-101922,CGL-201922,"3482 Centre St N, Calgary, AB",Signal Hill,Townhouse,2,1.8,1032208,2022,1138
LINC-101923,CGL-201923,"6684 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,2.2,741341,1981,1034
LINC-101924,CGL-201924,"8073 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,5,3.2,1168465,1954,3269
LINC-101925,CGL-201925,"1690 Memorial Dr NE, Calgary, AB",Beltline,Detached,1,1.0,1154133,1956,1857
LINC-101926,CGL-201926,"1573 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,2,3.9,572501,1958,1986
LINC-101927,CGL-201927,"5269 Crowchild Trail NW, Calgary, AB",Seton,Condo,4,2.0,433729,1987,1742
LINC-101928,CGL-201928,"1762 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,2,1.5,374193,2018,3032
LINC-101929,CGL-201929,"6812 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,4,3.1,544895,1981,964
LINC-101930,CGL-201930,"2502 Centre St N, Calgary, AB",Beltline,Detached,2,3.6,745780,1998,2453
LINC-101931,CGL-201931,"2892 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,3,3.8,863302,2023,1244
LINC-101932,CGL-201932,"7429 17 Ave SW, Calgary, AB",Mahogany,Townhouse,5,2.0,606281,1960,2015
LINC-101933,CGL-201933,"1228 8 Ave NE, Calgary, AB",Brentwood,Townhouse,3,3.0,406747,1964,3239
LINC-101934,CGL-201934,"3329 Elbow Dr SW, Calgary, AB",Tuscany,Condo,1,2.1,1088145,2013,565
LINC-101935,CGL-201935,"9771 Centre St N, Calgary, AB",Brentwood,Condo,3,1.6,543859,2016,596
LINC-101936,CGL-201936,"8121 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,2,3.1,525894,2007,2273
LINC-101937,CGL-201937,"5629 17 Ave SW, Calgary, AB",Tuscany,Townhouse,4,3.0,599090,2020,628
LINC-101938,CGL-201938,"2240 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,5,1.1,649162,1975,2425
LINC-101939,CGL-201939,"6326 Centre St N, Calgary, AB",Beltline,Townhouse,3,3.1,601938,1996,2599
LINC-101940,CGL-201940,"7055 Centre St N, Calgary, AB",Panorama Hills,Condo,2,3.8,1004048,1983,2762
LINC-101941,CGL-201941,"3260 Centre St N, Calgary, AB",Tuscany,Condo,1,3.7,954441,1960,3228
LINC-101942,CGL-201942,"5320 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,1,3.4,1095389,1963,1495
LINC-101943,CGL-201943,"1319 8 Ave NE, Calgary, AB",Tuscany,Detached,2,2.7,498455,1961,808
LINC-101944,CGL-201944,"258 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,3,3.6,897454,1959,1139
LINC-101945,CGL-201945,"9647 Elbow Dr SW, Calgary, AB",Seton,Condo,3,3.4,360973,1965,730
LINC-101946,CGL-201946,"2372 8 Ave NE, Calgary, AB",Panorama Hills,Detached,2,1.3,346034,1950,2273
LINC-101947,CGL-201947,"3918 8 Ave NE, Calgary, AB",Beltline,Townhouse,1,2.2,905833,2017,1289
LINC-101948,CGL-201948,"7899 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,4,2.8,445103,2010,1679
LINC-101949,CGL-201949,"9796 Memorial Dr NE, Calgary, AB",Seton,Detached,4,1.6,256620,1960,1220
LINC-101950,CGL-201950,"3339 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,5,3.9,983968,1965,3378
LINC-101951,CGL-201951,"1341 8 Ave NE, Calgary, AB",Brentwood,Condo,2,1.5,916157,1987,2963
LINC-101952,CGL-201952,"6854 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,2,2.3,1114517,1994,1486
LINC-101953,CGL-201953,"8792 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,3,1.8,419097,1958,752
LINC-101954,CGL-201954,"1128 Centre St N, Calgary, AB",Tuscany,Townhouse,1,2.9,1107424,2005,827
